time,time_count,voltage,current,temp,soc
18:20:50,599sec,11.55,0.42,25,70.8
18:20:51,600sec,11.45,0,25,68.1
18:20:52,601sec,11.33,0.91,25,64.7
18:20:53,602sec,11.3,1.11,25,63.9
18:20:54,603sec,11.5,0.24,25,69.4
18:20:55,604sec,11.55,0.3,25,70.8
18:20:56,605sec,11.46,0.63,25,68.3
18:20:57,606sec,11.49,0.58,25,69.2
18:20:58,607sec,11.56,0.5,25,71.1
18:20:59,608sec,11.6,0.58,25,72.2
18:21:00,609sec,11.61,0.34,25,72.5
18:21:01,610sec,11.56,0.46,25,71.1
18:21:02,611sec,11.62,0.46,25,72.8
18:21:03,612sec,11.49,0,25,69.2
18:21:04,613sec,11.56,0.49,25,71.1
18:21:05,614sec,11.54,0,25,70.6
18:21:06,615sec,11.52,0.49,25,70
18:21:07,616sec,11.14,2.5,25,59.4
18:21:08,617sec,11.45,0,25,68.1
18:21:09,618sec,11.31,0.91,25,64.2
18:21:10,619sec,11.33,1.35,25,64.7
18:21:11,620sec,11.36,1.18,25,65.6
18:21:12,621sec,11.45,1.99,25,68.1
18:21:13,622sec,11.26,0.86,25,62.8
18:21:14,623sec,11.52,0,25,70
18:21:15,624sec,11.52,0,25,70
18:21:16,625sec,11.51,0.25,25,69.7
18:21:17,626sec,11.43,1.04,25,67.5
18:21:18,627sec,11.31,1.81,25,64.2
18:21:19,628sec,11.28,2.02,25,63.3
18:21:20,629sec,11.32,1.75,25,64.4
18:21:21,630sec,11.4,0.83,25,66.7
18:21:22,631sec,11.53,0.21,25,70.3
18:21:23,632sec,11.55,0,25,70.8
18:21:24,633sec,11.55,0,25,70.8
18:21:25,634sec,11.5,0.59,25,69.4
18:21:26,635sec,11.37,1.15,25,65.8
18:21:27,636sec,11.38,1.89,25,66.1
18:21:28,637sec,11.33,1.7,25,64.7
18:21:29,638sec,11.35,1.26,25,65.3
18:21:30,639sec,11.52,0.45,25,70
18:21:31,640sec,11.59,0,25,71.9
18:21:32,641sec,11.59,0,25,71.9
18:21:33,642sec,11.52,0,25,70
18:21:34,643sec,11.45,0.86,25,68.1
18:21:35,644sec,11.32,1.54,25,64.4
18:21:36,645sec,11.25,2.29,25,62.5
18:21:37,646sec,11.34,1.57,25,65
18:21:38,647sec,11.4,0.78,25,66.7
18:21:39,648sec,11.51,0,25,69.7
18:21:40,649sec,11.54,0,25,70.6
18:21:41,650sec,11.54,0,25,70.6
18:21:42,651sec,11.59,0,25,71.9
18:21:43,652sec,11.53,0,25,70.3
18:21:44,653sec,11.53,0,25,70.3
18:21:45,654sec,11.54,0,25,70.6
18:21:46,655sec,11.51,0,25,69.7
18:21:47,656sec,11.48,0.66,25,68.9
18:21:48,657sec,11.59,0.3,25,71.9
18:21:49,658sec,11.54,0,25,70.6
18:21:50,659sec,11.54,0,25,70.6
18:21:51,660sec,11.44,0.93,25,67.8
18:21:52,661sec,11.3,1.75,25,63.9
18:21:53,662sec,11.28,1.72,25,63.3
18:21:54,663sec,11.35,1.67,25,65.3
18:21:55,664sec,11.39,1.12,25,66.4
18:21:56,665sec,11.49,0.33,25,69.2
18:21:57,666sec,11.6,0,25,72.2
18:21:58,667sec,11.56,0,25,71.1
18:21:59,668sec,11.51,0,25,69.7
18:22:00,669sec,11.44,0.39,25,67.8
18:22:01,670sec,11.49,0.48,25,69.2
18:22:02,671sec,11.52,0.42,25,70
18:22:03,672sec,11.53,0.86,25,70.3
18:22:06,675sec,11.55,0,25,70.8
18:22:06,675sec,11.21,2.8,25,61.4
18:22:07,676sec,11.26,2.2,25,62.8
18:22:08,677sec,11.25,2.16,25,62.5
18:22:09,678sec,11.35,1.75,25,65.3
18:22:10,679sec,11.44,1.08,25,67.8
18:22:11,680sec,11.5,0,25,69.4
18:22:12,681sec,11.58,0,25,71.7
18:22:13,682sec,11.49,0.53,25,69.2
18:22:14,683sec,11.36,1.07,25,65.6
18:22:15,684sec,11.28,2.22,25,63.3
18:22:16,685sec,11.19,2.3,25,60.8
18:22:17,686sec,11.21,2.06,25,61.4
18:22:18,687sec,11.35,1.13,25,65.3
18:22:19,688sec,11.47,0.43,25,68.6
18:22:20,689sec,11.54,0,25,70.6
18:22:21,690sec,11.53,0,25,70.3
18:22:22,691sec,11.46,0.84,25,68.3
18:22:23,692sec,11.36,1.52,25,65.6
18:22:24,693sec,11.22,2.17,25,61.7
18:22:25,694sec,11.2,2.49,25,61.1
18:22:26,695sec,11.35,1.87,25,65.3
18:22:27,696sec,11.45,0.92,25,68.1
18:22:28,697sec,11.53,0.24,25,70.3
18:22:29,698sec,11.53,0,25,70.3
18:22:30,699sec,11.5,0.41,25,69.4
18:22:31,700sec,11.39,1.24,25,66.4
18:22:32,701sec,11.26,1.98,25,62.8
18:22:33,702sec,11.26,2.12,25,62.8
18:22:34,703sec,11.22,2.23,25,61.7
18:22:35,704sec,11.33,1.37,25,64.7
18:22:36,705sec,11.09,3.07,25,58.1
18:22:37,706sec,11.48,0,25,68.9
18:22:38,707sec,11.49,0,25,69.2
18:22:39,708sec,11.45,0.72,25,68.1
18:22:40,709sec,11.4,1.63,25,66.7
18:22:41,710sec,11.14,3.7,25,59.4
18:22:42,711sec,11.25,2.02,25,62.5
18:22:43,712sec,11.27,1.79,25,63.1
18:22:44,713sec,11.38,0.78,25,66.1
18:22:45,714sec,11.52,0,25,70
18:22:46,715sec,11.51,0,25,69.7
18:22:47,716sec,11.51,0.46,25,69.7
18:22:48,717sec,11.33,1.01,25,64.7
18:22:49,718sec,11.22,2.07,25,61.7
18:22:50,719sec,11.28,2.06,25,63.3
18:22:51,720sec,11.22,1.87,25,61.7
18:22:52,721sec,11.4,1.52,25,66.7
18:22:53,722sec,11.43,0.45,25,67.5
18:22:54,723sec,11.52,0,25,70
18:22:55,724sec,11.48,0,25,68.9
18:22:56,725sec,11.41,0.77,25,66.9
18:22:57,726sec,11.34,1.36,25,65
18:22:58,727sec,11.21,2.33,25,61.4
18:22:59,728sec,11.26,2.1,25,62.8
18:23:00,729sec,11.29,1.9,25,63.6
18:23:01,730sec,11.44,0.64,25,67.8
18:23:02,731sec,11.5,0,25,69.4
18:23:03,732sec,11.5,0.21,25,69.4
18:23:04,733sec,11.44,0.28,25,67.8
18:23:05,734sec,11.4,1.09,25,66.7
18:23:06,735sec,11.32,1.91,25,64.4
18:23:07,736sec,11.23,1.94,25,61.9
18:23:08,737sec,11.23,2.13,25,61.9
18:23:09,738sec,11.32,1.27,25,64.4
18:23:10,739sec,11.47,0.46,25,68.6
18:23:11,740sec,11.49,0,25,69.2
18:23:12,741sec,11.5,0,25,69.4
18:23:13,742sec,11.07,3.44,25,57.5
18:23:14,743sec,11.3,1.29,25,63.9
18:23:15,744sec,11.18,2.42,25,60.6
18:23:16,745sec,11.22,2.25,25,61.7
18:23:17,746sec,11.23,1.75,25,61.9
18:23:18,747sec,11.38,0.59,25,66.1
18:23:19,748sec,11.51,0,25,69.7
18:23:20,749sec,11.47,0,25,68.6
18:23:21,750sec,11.49,0.44,25,69.2
18:23:22,751sec,11.38,0.95,25,66.1
18:23:23,752sec,11.27,1.73,25,63.1
18:23:24,753sec,11.28,2.37,25,63.3
18:23:25,754sec,11.23,2.15,25,61.9
18:23:26,755sec,11.35,1.44,25,65.3
18:23:27,756sec,11.41,0.46,25,66.9
18:23:28,757sec,11.47,0,25,68.6
18:23:29,758sec,11.54,0,25,70.6
18:23:30,759sec,11.43,0.66,25,67.5
18:23:31,760sec,11.32,1.35,25,64.4
18:23:32,761sec,11.14,2.46,25,59.4
18:23:33,762sec,11.25,2.02,25,62.5
18:23:34,763sec,11.24,1.84,25,62.2
18:23:35,764sec,11.39,0.68,25,66.4
18:23:37,766sec,11.21,1.94,25,61.4
18:23:37,766sec,11.19,2.45,25,60.8
18:23:38,767sec,11.38,0.88,25,66.1
18:23:39,768sec,11.25,1.8,25,62.5
18:23:40,769sec,11.15,3.09,25,59.7
18:23:41,770sec,11.19,2.29,25,60.8
18:23:42,771sec,11.29,1.68,25,63.6
18:23:43,772sec,11.39,0.74,25,66.4
18:23:44,773sec,11.45,0.21,25,68.1
18:23:45,774sec,11.51,0,25,69.7
18:23:46,775sec,11.47,0.24,25,68.6
18:23:47,776sec,11.53,0,25,70.3
18:23:48,777sec,11.48,0,25,68.9
18:23:49,778sec,11.46,0.45,25,68.3
18:23:50,779sec,11.51,0,25,69.7
18:23:51,780sec,11.44,0.3,25,67.8
18:23:52,781sec,11.43,0.38,25,67.5
18:23:53,782sec,11.48,0,25,68.9
18:23:54,783sec,11.49,0,25,69.2
18:23:55,784sec,11.49,0,25,69.2
18:23:56,785sec,11.49,0,25,69.2
18:23:57,786sec,11.38,0.45,25,66.1
18:23:58,787sec,11.4,0.45,25,66.7
18:23:59,788sec,11.43,0,25,67.5
18:24:00,789sec,11.41,0,25,66.9
18:24:01,790sec,11.45,0,25,68.1
18:24:02,791sec,11.45,0,25,68.1
18:24:03,792sec,11.48,0,25,68.9
18:24:04,793sec,11.49,0,25,69.2
18:24:05,794sec,11.51,0,25,69.7
18:24:06,795sec,11.44,0.52,25,67.8
18:24:07,796sec,11.26,1.76,25,62.8
18:24:08,797sec,11.37,1.03,25,65.8
18:24:09,798sec,11.45,0.24,25,68.1
18:24:10,799sec,11.44,0,25,67.8
18:24:11,800sec,11.44,0,25,67.8
18:24:12,801sec,11.41,0.63,25,66.9
18:24:13,802sec,11.24,1.57,25,62.2
18:24:14,803sec,11.21,2.11,25,61.4
18:24:15,804sec,11.22,2.33,25,61.7
18:24:16,805sec,11.32,1.43,25,64.4
18:24:17,806sec,11.42,0.62,25,67.2
18:24:18,807sec,11.55,0,25,70.8
18:24:19,808sec,11.47,0,25,68.6
18:24:20,809sec,11.47,0.44,25,68.6
18:24:21,810sec,11.31,1.14,25,64.2
18:24:22,811sec,11.22,1.89,25,61.7
18:24:23,812sec,11.2,2.01,25,61.1
18:24:24,813sec,11.17,2.08,25,60.3
18:24:25,814sec,11.27,0.87,25,63.1
18:24:26,815sec,11.39,0.31,25,66.4
18:24:27,816sec,11.46,0,25,68.3
18:24:28,817sec,11.44,0,25,67.8
18:24:29,818sec,11.51,0,25,69.7
18:24:30,819sec,11.55,0,25,70.8
18:24:31,820sec,11.48,0,25,68.9
18:24:32,821sec,11.5,0.48,25,69.4
18:24:33,822sec,11.51,0,25,69.7
18:24:34,823sec,11.43,0.27,25,67.5
18:24:35,824sec,11.46,0,25,68.3
18:24:36,825sec,11.42,0,25,67.2
18:24:37,826sec,11.39,0.4,25,66.4
18:24:38,827sec,11.26,0.75,25,62.8
18:24:39,828sec,11.18,1.93,25,60.6
18:24:40,829sec,11.23,1.96,25,61.9
18:24:41,830sec,11.2,1.97,25,61.1
18:24:42,831sec,11.36,1.11,25,65.6
18:24:43,832sec,11.39,0.28,25,66.4
18:24:44,833sec,11.5,0,25,69.4
18:24:45,834sec,11.47,0,25,68.6
18:24:46,835sec,11.44,0.56,25,67.8
18:24:47,836sec,11.21,1.66,25,61.4
18:24:48,837sec,11.17,1.99,25,60.3
18:24:49,838sec,11.19,1.9,25,60.8
18:24:50,839sec,11.25,1.18,25,62.5
18:24:51,840sec,11.37,0.53,25,65.8
18:24:52,841sec,11.45,0,25,68.1
18:24:53,842sec,11.46,0,25,68.3
18:24:54,843sec,11.47,0,25,68.6
18:24:55,844sec,11.45,0,25,68.1
18:24:56,845sec,11.42,0.2,25,67.2
18:24:57,846sec,11.42,0,25,67.2
18:24:58,847sec,11.44,0,25,67.8
18:24:59,848sec,11.45,0,25,68.1
18:25:00,849sec,11.45,0,25,68.1
18:25:01,850sec,11.48,0,25,68.9
18:25:02,851sec,11.45,0,25,68.1
18:25:03,852sec,11.45,0,25,68.1
18:25:04,853sec,11.47,0,25,68.6
18:25:05,854sec,11.48,0,25,68.9
18:25:06,855sec,11.4,0,25,66.7
18:25:07,856sec,11.32,0.58,25,64.4
18:25:08,857sec,11.4,0,25,66.7
18:25:09,858sec,11.4,0,25,66.7
18:25:10,859sec,11.41,0,25,66.9
18:25:11,860sec,11.43,0,25,67.5
18:25:12,861sec,11.4,0,25,66.7
18:25:13,862sec,11.44,0,25,67.8
18:25:14,863sec,11.46,0,25,68.3
18:25:15,864sec,11.41,0.34,25,66.9
18:25:16,865sec,11.43,0,25,67.5
18:25:17,866sec,11.42,0.28,25,67.2
18:25:18,867sec,11.43,0,25,67.5
18:25:19,868sec,11.48,0,25,68.9
18:25:20,869sec,11.46,0,25,68.3
18:25:21,870sec,11.46,0,25,68.3
18:25:22,871sec,11.4,0,25,66.7
18:25:23,872sec,11.39,0.26,25,66.4
18:25:24,873sec,11.4,0.31,25,66.7
18:25:25,874sec,11.43,0,25,67.5
18:25:26,875sec,11.44,0,25,67.8
18:25:27,876sec,11.46,0,25,68.3
18:25:28,877sec,11.45,0,25,68.1
18:25:29,878sec,11.45,0,25,68.1
18:25:30,879sec,11.5,0,25,69.4
18:25:31,880sec,11.44,0,25,67.8
18:25:32,881sec,11.4,0.24,25,66.7
18:25:33,882sec,11.43,0,25,67.5
18:25:34,883sec,11.4,0,25,66.7
18:25:35,884sec,11.42,0,25,67.2
18:25:36,885sec,11.43,0,25,67.5
18:25:37,886sec,11.44,0,25,67.8
18:25:38,887sec,11.41,0,25,66.9
18:25:39,888sec,11.44,0,25,67.8
18:25:40,889sec,11.4,0.29,25,66.7
18:25:42,891sec,11.34,0,25,65
18:25:42,892sec,11.14,2.15,25,59.4
18:25:43,892sec,11.35,0.96,25,65.3
18:25:44,893sec,11.21,1.51,25,61.4
18:25:45,894sec,11.18,1.93,25,60.6
18:25:46,896sec,11.22,2.58,25,61.7
18:25:47,896sec,11.28,1.26,25,63.3
18:25:49,898sec,11.34,0.44,25,65
18:25:49,898sec,11.47,0,25,68.6
18:25:50,899sec,11.41,0,25,66.9
18:25:51,900sec,11.39,0.31,25,66.4
18:25:52,901sec,11.21,1.37,25,61.4
18:25:53,902sec,11.21,2.38,25,61.4
18:25:54,903sec,11.06,2.34,25,57.2
18:25:55,904sec,11.19,1.76,25,60.8
18:25:56,905sec,11.29,0.75,25,63.6
18:25:57,906sec,11.33,0.22,25,64.7
18:25:58,908sec,11.41,0,25,66.9
18:25:59,908sec,11.41,0,25,66.9
18:26:00,909sec,11.34,0.51,25,65
18:26:01,910sec,11.23,1.95,25,61.9
18:26:02,911sec,11.21,2.09,25,61.4
18:26:03,912sec,11.15,2.86,25,59.7
18:26:04,914sec,11.27,1.56,25,63.1
18:26:05,915sec,11.32,0.7,25,64.4
18:26:06,915sec,11.43,0,25,67.5
18:26:07,916sec,11.43,0,25,67.5
18:26:08,917sec,11.36,0.45,25,65.6
18:26:09,918sec,11.29,1.37,25,63.6
18:26:10,920sec,11.15,2.07,25,59.7
18:26:11,920sec,11.16,2.02,25,60
18:26:13,922sec,11.2,1.75,25,61.1
18:26:13,922sec,10.98,3.44,25,55
18:26:14,924sec,11.4,0.39,25,66.7
18:26:15,924sec,11.42,0,25,67.2
18:26:16,925sec,11.37,0,25,65.8
18:26:17,926sec,11,3.24,25,55.6
18:26:19,928sec,11.26,1.32,25,62.8
18:26:19,929sec,11.11,2.24,25,58.6
18:26:20,929sec,11.17,2.14,25,60.3
18:26:21,931sec,11.15,1.7,25,59.7
18:26:22,932sec,11.35,0.62,25,65.3
18:26:23,932sec,11.42,0,25,67.2
18:26:24,933sec,11.48,0,25,68.9
18:26:25,934sec,11.41,0.46,25,66.9
18:26:26,935sec,11.3,1.06,25,63.9
18:26:27,936sec,11.09,1.64,25,58.1
18:26:28,937sec,11.14,1.94,25,59.4
18:26:29,938sec,11.15,2.1,25,59.7
18:26:30,939sec,11.26,1.5,25,62.8
18:26:31,940sec,11.37,0.68,25,65.8
18:26:32,941sec,11.44,0,25,67.8
18:26:33,942sec,11.42,0,25,67.2
18:26:34,943sec,11.42,0,25,67.2
18:26:35,944sec,11.38,0,25,66.1
18:26:36,945sec,11.33,0.3,25,64.7
18:26:37,946sec,11.41,0,25,66.9
18:26:38,947sec,11.4,0.28,25,66.7
18:26:39,948sec,11.46,0,25,68.3
18:26:40,949sec,11.44,0,25,67.8
18:26:42,951sec,11.39,0,25,66.4
18:26:42,951sec,11.43,0.49,25,67.5
18:26:43,952sec,11.26,1.09,25,62.8
18:26:44,953sec,11.16,1.57,25,60
18:26:45,954sec,11.1,2.02,25,58.3
18:26:46,955sec,11.09,2.02,25,58.1
18:26:47,956sec,11.21,1.31,25,61.4
18:26:48,958sec,11.41,0.4,25,66.9
18:26:49,958sec,11.4,0,25,66.7
18:26:50,959sec,11.38,0,25,66.1
18:26:51,960sec,11.29,0.82,25,63.6
18:26:52,961sec,11.39,0,25,66.4
18:26:53,962sec,11.26,0.32,25,62.8
18:26:54,963sec,11.36,0,25,65.6
18:26:55,964sec,11.35,0.31,25,65.3
18:26:56,965sec,11.41,0,25,66.9
18:26:57,966sec,11.39,0,25,66.4
18:26:58,967sec,11.41,0,25,66.9
18:26:59,968sec,11.39,0,25,66.4
18:27:00,969sec,11.36,0,25,65.6
18:27:01,970sec,11.41,0,25,66.9
18:27:02,971sec,11.32,0.37,25,64.4
18:27:03,972sec,11.37,0,25,65.8
18:27:04,973sec,11.33,0.32,25,64.7
18:27:08,977sec,11.34,0,25,65
18:27:08,977sec,11.03,2.32,25,56.4
18:27:09,978sec,11.41,0,25,66.9
18:27:10,979sec,11.35,0,25,65.3
18:27:11,980sec,11.36,0,25,65.6
18:27:12,981sec,11.38,0,25,66.1
18:27:13,982sec,11.37,0.37,25,65.8
18:27:14,983sec,11.37,0,25,65.8
18:27:15,984sec,11.37,0.25,25,65.8
18:27:16,985sec,11.32,0,25,64.4
18:27:17,986sec,11.39,0,25,66.4
18:27:18,987sec,11.42,0,25,67.2
18:27:19,988sec,11.31,0.41,25,64.2
18:27:20,989sec,11.23,0.89,25,61.9
18:27:21,990sec,11.09,1.57,25,58.1
18:27:22,991sec,11.09,2.22,25,58.1
18:27:23,992sec,11.07,1.89,25,57.5
18:27:24,993sec,11.19,1.33,25,60.8
18:27:25,994sec,11.1,2.02,25,58.3
18:27:26,995sec,11.36,0,25,65.6
18:27:27,996sec,11.35,0,25,65.3
18:27:28,997sec,11.25,0.42,25,62.5
18:27:29,998sec,11.23,1.26,25,61.9
18:27:30,999sec,11.11,2.05,25,58.6
18:27:32,1001sec,11.1,2.25,25,58.3
18:27:32,1001sec,11.18,1.68,25,60.6
18:27:33,1002sec,11.21,0.9,25,61.4
18:27:34,1003sec,11.34,0,25,65
18:27:35,1004sec,11.39,0,25,66.4
18:27:36,1005sec,11.39,0,25,66.4
18:27:37,1006sec,11.22,0.98,25,61.7
18:27:38,1007sec,11.08,1.53,25,57.8
18:27:39,1008sec,11.06,2.28,25,57.2
18:27:40,1009sec,11.05,1.94,25,56.9
18:27:41,1010sec,11.16,1.19,25,60
18:27:42,1011sec,11.34,0.32,25,65
18:27:43,1012sec,11.34,0,25,65
18:27:44,1013sec,11.33,0,25,64.7
18:27:45,1014sec,11.02,0.68,25,56.1
18:27:46,1015sec,11.12,1.26,25,58.9
18:27:47,1016sec,11.05,1.83,25,56.9
18:27:48,1017sec,11.06,1.86,25,57.2
18:27:49,1018sec,11.12,1.54,25,58.9
18:27:50,1019sec,11.24,0.99,25,62.2
18:27:51,1020sec,11.34,0,25,65
18:27:52,1022sec,11.36,0,25,65.6
18:27:53,1022sec,11.35,0,25,65.3
18:27:54,1023sec,11.23,0.91,25,61.9
18:27:55,1024sec,11.15,1.48,25,59.7
18:27:56,1025sec,11.06,2.12,25,57.2
18:27:57,1026sec,11.08,1.95,25,57.8
18:27:58,1027sec,11.16,1.23,25,60
18:27:59,1028sec,11.27,0.4,25,63.1
18:28:00,1029sec,11.39,0,25,66.4
18:28:01,1030sec,11.33,0,25,64.7
18:28:02,1031sec,11.29,0.55,25,63.6
18:28:03,1032sec,11.16,1.22,25,60
18:28:04,1033sec,11.04,1.8,25,56.7
18:28:05,1034sec,11.06,2.16,25,57.2
18:28:06,1035sec,11.12,1.65,25,58.9
18:28:07,1036sec,11.2,1,25,61.1
18:28:08,1037sec,11.34,0,25,65
18:28:09,1038sec,11.32,0,25,64.4
18:28:10,1039sec,11.32,0,25,64.4
18:28:11,1040sec,11.2,1.19,25,61.1
18:28:12,1041sec,11.36,0,25,65.6
18:28:13,1042sec,11.36,0,25,65.6
18:28:14,1043sec,11.37,0,25,65.8
18:28:15,1044sec,11.31,0.31,25,64.2
18:28:16,1045sec,11.32,0.39,25,64.4
18:28:17,1046sec,11.33,0,25,64.7
18:28:18,1047sec,11.37,0,25,65.8
18:28:19,1048sec,11.39,0,25,66.4
18:28:20,1049sec,11.4,0,25,66.7
18:28:21,1050sec,11.31,0.25,25,64.2
18:28:22,1051sec,11.28,0.34,25,63.3
18:28:23,1052sec,11.36,0,25,65.6
18:28:24,1053sec,11.3,0.24,25,63.9
18:28:25,1054sec,11.38,0,25,66.1
18:28:26,1055sec,11.34,0,25,65
18:28:27,1056sec,11.37,0,25,65.8
18:28:28,1057sec,11.34,0,25,65
18:28:29,1058sec,11.37,0,25,65.8
18:28:30,1059sec,11.29,0,25,63.6
18:28:31,1060sec,11.34,0.22,25,65
18:28:32,1061sec,11.32,0.26,25,64.4
18:28:33,1062sec,11.29,0.25,25,63.6
18:28:34,1063sec,11.34,0,25,65
18:28:35,1064sec,11.32,0,25,64.4
18:28:36,1065sec,11.31,0.2,25,64.2
18:28:37,1066sec,11.33,0,25,64.7
18:28:38,1067sec,11.33,0,25,64.7
18:28:39,1068sec,11.34,0,25,65
18:28:40,1069sec,11.34,0,25,65
18:28:41,1070sec,11.35,0,25,65.3
18:28:42,1071sec,11.35,0,25,65.3
18:28:43,1072sec,11.3,0,25,63.9
18:28:44,1073sec,11.31,0,25,64.2
18:28:45,1074sec,11.36,0,25,65.6
18:28:46,1075sec,11.33,0,25,64.7
18:28:47,1076sec,11.3,0,25,63.9
18:28:48,1077sec,11.31,0,25,64.2
18:28:49,1078sec,11.32,0,25,64.4
18:28:50,1079sec,11.26,0.23,25,62.8
18:28:51,1080sec,11.34,0,25,65
18:28:52,1081sec,11.28,0,25,63.3
18:28:53,1082sec,11.28,0.26,25,63.3
18:28:54,1083sec,11.15,1.41,25,59.7
18:28:55,1084sec,11.04,1.72,25,56.7
18:28:56,1085sec,11.08,2.25,25,57.8
18:28:57,1086sec,11.11,1.52,25,58.6
18:28:58,1087sec,11.2,1.01,25,61.1
18:28:59,1088sec,11.3,0.23,25,63.9
18:29:00,1090sec,11.28,0,25,63.3
18:29:01,1090sec,11.32,0,25,64.4
18:29:02,1091sec,11.18,0.73,25,60.6
18:29:03,1092sec,11.15,1.47,25,59.7
18:29:04,1093sec,11.08,1.91,25,57.8
18:29:06,1095sec,10.98,2.13,25,55
18:29:06,1095sec,11.1,1.3,25,58.3
18:29:07,1096sec,11.22,0.45,25,61.7
18:29:08,1097sec,11.32,0,25,64.4
18:29:09,1098sec,11.28,0,25,63.3
18:29:10,1099sec,11.24,0.61,25,62.2
18:29:11,1100sec,11.12,1.09,25,58.9
18:29:12,1101sec,11.08,1.95,25,57.8
18:29:13,1102sec,11.04,2.25,25,56.7
18:29:14,1103sec,11.14,1.45,25,59.4
18:29:15,1104sec,11.17,0.78,25,60.3
18:29:16,1105sec,11.27,0.26,25,63.1
18:29:17,1106sec,11.27,0,25,63.1
18:29:18,1107sec,11.3,0.35,25,63.9
18:29:19,1109sec,11.24,0.52,25,62.2
18:29:20,1109sec,11.1,1.89,25,58.3
18:29:21,1110sec,11.04,1.78,25,56.7
18:29:22,1111sec,11.04,2.1,25,56.7
18:29:23,1112sec,11.21,1.25,25,61.4
18:29:24,1113sec,11.22,0.44,25,61.7
18:29:25,1114sec,11.33,0.27,25,64.7
18:29:26,1115sec,11.29,0,25,63.6
18:29:27,1116sec,11.27,0.37,25,63.1
18:29:28,1117sec,11.14,1.13,25,59.4
18:29:29,1118sec,10.99,1.93,25,55.3
18:29:30,1119sec,11.08,1.98,25,57.8
18:29:31,1120sec,11.13,1.38,25,59.2
18:29:32,1121sec,11.19,0.64,25,60.8
18:29:33,1122sec,11.27,0,25,63.1
18:29:34,1123sec,11.28,0.26,25,63.3
18:29:35,1124sec,11.29,0,25,63.6
18:29:36,1125sec,11.19,0.58,25,60.8
18:29:37,1126sec,11.07,1.44,25,57.5
18:29:38,1127sec,11.03,1.75,25,56.4
18:29:39,1128sec,11.03,2.21,25,56.4
18:29:40,1129sec,11.14,1.13,25,59.4
18:29:41,1130sec,11.24,0.45,25,62.2
18:29:42,1131sec,11.29,0,25,63.6
18:29:43,1132sec,11.3,0,25,63.9
18:29:44,1133sec,11.25,0,25,62.5
18:29:45,1134sec,11.09,1.06,25,58.1
18:29:46,1135sec,11.07,1.75,25,57.5
18:29:47,1136sec,11.07,1.81,25,57.5
18:29:48,1137sec,11.04,1.92,25,56.7
18:29:49,1138sec,11.15,0.59,25,59.7
18:29:50,1139sec,11.23,0,25,61.9
18:29:51,1140sec,11.27,0,25,63.1
18:29:52,1141sec,11.31,0.28,25,64.2
18:29:53,1142sec,11.2,0.37,25,61.1
18:29:54,1143sec,11.09,1.5,25,58.1
18:29:55,1144sec,11.06,1.79,25,57.2
18:29:56,1145sec,11.03,2.12,25,56.4
18:29:57,1146sec,11.16,1.09,25,60
18:29:58,1147sec,11.25,0.55,25,62.5
18:29:59,1148sec,11.27,0,25,63.1
18:30:00,1149sec,11.27,0,25,63.1
18:30:01,1150sec,11.22,0.28,25,61.7
18:30:02,1151sec,11.14,0.96,25,59.4
18:30:03,1152sec,11.05,1.84,25,56.9
18:30:04,1153sec,11.06,1.7,25,57.2
18:30:05,1154sec,11.03,1.82,25,56.4
18:30:06,1155sec,11.15,1.04,25,59.7
18:30:07,1156sec,11.24,0,25,62.2
18:30:08,1157sec,11.34,0,25,65
18:30:09,1158sec,11.27,0,25,63.1
18:30:10,1159sec,11.18,0.37,25,60.6
18:30:11,1160sec,11.03,1.5,25,56.4
18:30:12,1161sec,11.04,1.69,25,56.7
18:30:13,1162sec,11.26,0,25,62.8
18:30:14,1163sec,11.27,0,25,63.1
18:30:15,1164sec,11.24,0,25,62.2
18:30:16,1165sec,11.26,0.29,25,62.8
18:30:17,1166sec,11.29,0,25,63.6
18:30:18,1167sec,11.18,0,25,60.6
18:30:19,1168sec,11.19,0.88,25,60.8
18:30:20,1169sec,11.04,1.76,25,56.7
18:30:21,1170sec,11.04,1.7,25,56.7
18:30:22,1171sec,11.02,1.89,25,56.1
18:30:23,1172sec,11.19,0.75,25,60.8
18:30:24,1173sec,11.25,0,25,62.5
18:30:25,1174sec,11.26,0,25,62.8
18:30:26,1175sec,11.28,0,25,63.3
18:30:27,1176sec,11.2,0.44,25,61.1
18:30:28,1177sec,11.07,1.39,25,57.5
18:30:29,1178sec,11.01,1.78,25,55.8
18:30:30,1179sec,10.99,1.76,25,55.3
18:30:31,1180sec,11.39,1.58,25,66.4
18:30:32,1181sec,11.2,0.6,25,61.1
18:30:33,1182sec,11.23,0,25,61.9
18:30:34,1183sec,11.25,0,25,62.5
18:30:35,1184sec,11.21,0.22,25,61.4
18:30:36,1185sec,11.1,1.24,25,58.3
18:30:37,1186sec,11,2.04,25,55.6
18:30:38,1187sec,10.99,1.81,25,55.3
18:30:39,1188sec,11.02,1.98,25,56.1
18:30:40,1189sec,11.17,1.01,25,60.3
18:30:41,1190sec,11.25,0.28,25,62.5
18:30:42,1191sec,11.27,0,25,63.1
18:30:43,1192sec,11.26,0,25,62.8
18:30:44,1193sec,11.18,0.51,25,60.6
18:30:45,1194sec,11.06,1.73,25,57.2
18:30:46,1195sec,10.97,1.91,25,54.7
18:30:47,1196sec,11.02,1.82,25,56.1
18:30:48,1197sec,11.09,1.58,25,58.1
